SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionDistrict,ElectionRegion,CandidateSurname,CandidateFirstName,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,CandidateOtherNames,CandidateFullname,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidatePoliticalPartyID,CandidatePoliticalPartyLongName,CandidatePoliticalPartyLogo
982,35,2/27/96,Presidential,District Results,Tonkolili,,Koroma,Abu,DCP,808080,First Round,32,0.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Aiah,Abu Aiah Koroma,3a3c4cba-9c5f-4781-8fc2-44300ea1455a,7a8e1aa2-30a6-436f-a004-f3673ba81bc8,677,Democratic Centre Party,/sites/default/files/party-logos/default-party-symbol.jpg
1480,39,2/27/96,Presidential,District Results,Bonthe,,Luke,Desmond,NUM,808080,First Round,31,0.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Desmond Luke,3bb77ad6-f6ca-46ed-8355-10f7c4e905a0,7a9b8be2-d5c9-414a-8d65-9de7548d92e3,680,National Unity Movement,/sites/default/files/party-logos/default-party-symbol.jpg
9538,321,5/14/02,Presidential,District Results,Pujehun,,Bangura,Zainab,MOP,808080,First Round,30,0.03,No,Final/Certified,/sites/default/files/2023-04/zainab-hawa-bangura.jpg,,Zainab Bangura,5f95721b-d68b-4817-9f8b-1c0b871985bb,7a0bd9c4-806d-4ead-9dda-e6e431b1bdb0,717,Movement for Progress,/sites/default/files/party-logos/default-party-symbol.jpg
1015,38,2/27/96,Presidential,District Results,Moyamba,,Turay,Andrew,NPP,808080,First Round,29,0.65,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Andrew Turay,a8c06af0-a912-4bae-bc70-c3ca5d69caca,f8a85dcc-cbbd-4cc0-a99d-5a7cde96222e,679,National People's Party,/sites/default/files/party-logos/default-party-symbol.jpg
946,35,2/27/96,Presidential,District Results,Moyamba,,Koroma,Abu,DCP,808080,First Round,26,0.59,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Aiah,Abu Aiah Koroma,93166af3-c2bb-4498-acae-b0fd569429d9,7a8e1aa2-30a6-436f-a004-f3673ba81bc8,677,Democratic Centre Party,/sites/default/files/party-logos/default-party-symbol.jpg
986,36,2/27/96,Presidential,District Results,Bonthe,,Sillah,Mohamed,NADP,cccccc,First Round,22,0.13,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Mohamed Sillah,63de49b3-9b16-49ed-879e-8bb49cdb18ad,d94298d0-94a3-49e3-bca1-8eccb432b94f,678,National Alliance Democratic Party,/sites/default/files/party-logos/default-party-symbol.jpg
1621,43,2/27/96,Presidential,District Results,Tonkolili,,Bundu,Abass,PPP,B0E0E6,First Round,22,0.31,No,Final/Certified,/sites/default/files/2023-04/abass-bundu.png,,Abass Bundu,fb5d6c11-b40c-4271-a9c0-52da0681d357,8ef684f3-ecb5-4441-8608-9bccbfcdef2c,684,People's Progressive Party,/sites/default/files/party-logos/default-party-symbol.jpg
996,36,2/27/96,Presidential,District Results,Tonkolili,,Sillah,Mohamed,NADP,cccccc,First Round,21,0.29,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Mohamed Sillah,c22a343f-9a56-49d9-ab32-0cd463b1541b,d94298d0-94a3-49e3-bca1-8eccb432b94f,678,National Alliance Democratic Party,/sites/default/files/party-logos/default-party-symbol.jpg
1001,37,2/27/96,Presidential,District Results,Moyamba,,Jalloh,Amadu,NDA,1F681B,First Round,19,0.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Amadu Jalloh,de8e52cc-25d9-43c0-a05f-77835fdf953f,997457ca-4465-406b-b5f2-d415741edcb1,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
9608,322,5/14/02,Presidential,District Results,Bonthe,,Thompson,Raymond,CUPP,808080,First Round,19,0.03,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Bamidele,Raymond Bamidele Thompson,e1b2b010-76ac-4233-983d-f22094902a4d,fca4e8ae-9970-4d96-885d-a29baa03fc45,718,Citizens United for Peace and Progress,/sites/default/files/party-logos/default-party-symbol.jpg
9609,323,5/14/02,Presidential,District Results,Bonthe,,Turay,Andrew,YPP,D3D3D3,First Round,17,0.02,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Duramany,Andrew Duramany Turay,da930121-9bd2-419e-ae1e-b5557ccf8881,c3dbfff3-7dd0-43e9-9881-002798edbeeb,719,Young People's Party,/sites/default/files/party-logos/default-party-symbol.jpg
1502,39,2/27/96,Presidential,District Results,Tonkolili,,Luke,Desmond,NUM,808080,First Round,17,0.24,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Desmond Luke,e8a94dd9-7d2f-49b0-b779-d157b6d59846,7a9b8be2-d5c9-414a-8d65-9de7548d92e3,680,National Unity Movement,/sites/default/files/party-logos/default-party-symbol.jpg
1611,43,2/27/96,Presidential,District Results,Moyamba,,Bundu,Abass,PPP,B0E0E6,First Round,15,0.34,No,Final/Certified,/sites/default/files/2023-04/abass-bundu.png,,Abass Bundu,8384e54b-3784-45b9-96c6-426ac80e7e82,8ef684f3-ecb5-4441-8608-9bccbfcdef2c,684,People's Progressive Party,/sites/default/files/party-logos/default-party-symbol.jpg
9539,323,5/14/02,Presidential,District Results,Pujehun,,Turay,Andrew,YPP,D3D3D3,First Round,14,0.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Duramany,Andrew Duramany Turay,48c4e185-1c9d-4a20-a2a0-30fabe2256cc,c3dbfff3-7dd0-43e9-9881-002798edbeeb,719,Young People's Party,/sites/default/files/party-logos/default-party-symbol.jpg
1583,42,2/27/96,Presidential,District Results,Pujehun,,Kargbo,Edward,PNC,808080,First Round,14,0.09,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Edward Kargbo,e3d97354-9fc4-430b-8b46-e241f64fe60e,0fab93b4-e761-4268-9ff2-932375cf1f80,683,People's National Convention,/sites/default/files/party-logos/default-party-symbol.jpg
9541,320,5/14/02,Presidential,District Results,Pujehun,,Kamara,Raymond,GAP,FFA07A,First Round,13,0.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Raymond Kamara,9061535f-312f-48ad-bbd9-30c8c8d38ed3,976c1e2a-1275-4630-899d-75e6b32cf089,716,Grand Alliance Party,/sites/default/files/party-logos/default-party-symbol.jpg
1544,41,2/27/96,Presidential,District Results,Moyamba,,Bangura,Thaimu,PDP,1E90FF,First Round,13,0.29,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-1.png,,Thaimu Bangura,6d78e9b1-ca97-4e1e-924e-f52effdc88e1,944b8117-bd7b-4678-885b-5cd237d9ecb8,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
1582,42,2/27/96,Presidential,District Results,Moyamba,,Kargbo,Edward,PNC,808080,First Round,13,0.29,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Edward Kargbo,32216051-f4e4-4169-bd37-9e645db7bdcf,0fab93b4-e761-4268-9ff2-932375cf1f80,683,People's National Convention,/sites/default/files/party-logos/default-party-symbol.jpg
9542,322,5/14/02,Presidential,District Results,Pujehun,,Thompson,Raymond,CUPP,808080,First Round,12,0.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Bamidele,Raymond Bamidele Thompson,92d8b895-55f4-4978-8048-086439561e66,fca4e8ae-9970-4d96-885d-a29baa03fc45,718,Citizens United for Peace and Progress,/sites/default/files/party-logos/default-party-symbol.jpg
9275,96,11/17/12,Presidential,District Results,Pujehun,,Fullah,James,UNPP,cccc00,First Round,11,0.17,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,Obai,James Obai Fullah,23f2bcd7-33e5-435f-9787-f87b51056e06,efabb7cb-f802-463d-88e7-61ad2aa1f282,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
1485,39,2/27/96,Presidential,District Results,Pujehun,,Luke,Desmond,NUM,808080,First Round,10,0.06,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Desmond Luke,29602876-56f2-4fc1-9d41-c7e3d859a362,7a9b8be2-d5c9-414a-8d65-9de7548d92e3,680,National Unity Movement,/sites/default/files/party-logos/default-party-symbol.jpg
9610,320,5/14/02,Presidential,District Results,Bonthe,,Kamara,Raymond,GAP,FFA07A,First Round,9,0.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Raymond Kamara,5723dd5e-e600-459d-8ff9-ffb828e4a1e8,976c1e2a-1275-4630-899d-75e6b32cf089,716,Grand Alliance Party,/sites/default/files/party-logos/default-party-symbol.jpg
8584,44,2/27/96,Presidential,District Results,Tonkolili,,Lungay,Andrew,SDP,2F4F4F,First Round,8,0.11,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Andrew Lungay,36108f05-846a-4b29-98cc-1fa362ebcd27,77b66500-c1a3-4d20-a9b6-151894bb215a,685,Social Democratic Party,/sites/default/files/party-logos/default-party-symbol.jpg
987,36,2/27/96,Presidential,District Results,Moyamba,,Sillah,Mohamed,NADP,cccccc,First Round,8,0.18,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Mohamed Sillah,a3b633bc-f171-4c99-8be2-4b5e691e748c,d94298d0-94a3-49e3-bca1-8eccb432b94f,678,National Alliance Democratic Party,/sites/default/files/party-logos/default-party-symbol.jpg
988,36,2/27/96,Presidential,District Results,Pujehun,,Sillah,Mohamed,NADP,cccccc,First Round,2,0.01,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,,Mohamed Sillah,bcb607cc-8838-4a91-84cd-15c17ad2c956,d94298d0-94a3-49e3-bca1-8eccb432b94f,678,National Alliance Democratic Party,/sites/default/files/party-logos/default-party-symbol.jpg
2387,33,6/24/23,Presidential,District Results,Tonkolili,,Kamara,Samura,APC,FF333C,First Round,0,0,No,Provisional,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,90376a47-1d3e-43ab-94d3-9d436ee3d342,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
4819,81,6/24/23,Presidential,District Results,Moyamba,,Bah,Mohamed,NDA,1F681B,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-turay-sowa.png,C,Mohamed C Bah,dd8f8843-105a-4faf-831e-44376aeec8d1,d9887f21-50b5-4b93-b532-ce61e2fc7797,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
5513,4738,6/24/23,Presidential,District Results,Moyamba,,Kamara,Nabieu,PLP,3e59a9,First Round,0,0,No,Provisional,/sites/default/files/2023-05/prince-coker-pdp.jpg,Musa,Nabieu Musa Kamara,0463256b-05bb-4ef9-b62d-74882d09c3ae,fc24f6b1-cc6b-4eab-bf64-91efca657c51,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
5589,89,6/24/23,Presidential,District Results,Moyamba,,Williams,Beresford,ReNIP,0d3ac8,First Round,0,0,No,Provisional,/sites/default/files/2023-06/jonathan-sandy-photo.jpg,Victor,Beresford Victor Williams,56a3b264-56c0-49e8-b67b-0a3d4655a1f7,c14d929e-81d3-4220-845d-ef2180ec5590,33,Republic National Independent Party,/sites/default/files/party-logos/ReNIP-Logo.png
5661,5466,6/24/23,Presidential,District Results,Moyamba,,Jonjo,Mohamed,CDP,f1c40f,First Round,0,0,No,Provisional,/sites/default/files/2023-05/abdulahi-d-saccoh-rufp.jpg,,Mohamed Jonjo,19dbe972-02d6-44a1-8e5b-c01250e51854,5815cde8-37f1-4fad-bafb-f245a53721bb,25,Citizens Democratic Party,/sites/default/files/party-logos/cdp-party.jpg
7265,85,6/24/23,Presidential,District Results,Pujehun,,Margai,Charles,PMDC,f3881e,First Round,0,0,No,Provisional,/sites/default/files/2023-05/iye-kakay-adp.jpg,Francis Kondo,Charles Francis Kondo Margai,d2ee5ede-38db-4229-adab-d0733769c249,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
7297,88,6/24/23,Presidential,District Results,Tonkolili,,Kabuta,Saa,UNPP,cccc00,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-c-bah.jpg,Henry,Saa Henry Kabuta,ec87eb52-0d32-41e8-9363-54ce11d93285,8993d0bb-b02c-4de3-a130-2a5ef195670a,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
4745,82,6/24/23,Presidential,National Results,,,Sowa-Turay,Mohamed,UDM,9900cc,First Round,0,0,No,Provisional,/sites/default/files/2023-06/jonathan-sandy-photo.jpg,,Mohamed Sowa-Turay,c4e703a4-3ac8-469f-b707-1a4213928291,64c012ca-e6f3-4f66-aab2-49d8ff1c8181,28,United Democratic Movement,/sites/default/files/party-logos/udm-party.jpg
2361,33,6/24/23,Presidential,Regional Results,,North West,Kamara,Samura,APC,FF333C,First Round,0,0,No,Provisional,/sites/default/files/2023-05/prince-coker-pdp.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,fb2532dc-3daf-4b96-a996-894fd3cad151,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
4792,4738,6/24/23,Presidential,Regional Results,,Western Urban,Kamara,Nabieu,PLP,3e59a9,First Round,0,0,No,Provisional,/sites/default/files/2023-04/julius-maada-bio.jpg,Musa,Nabieu Musa Kamara,264944e5-1807-46cf-9ea7-be1054adc30e,fc24f6b1-cc6b-4eab-bf64-91efca657c51,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
6238,6222,6/24/23,Presidential,Regional Results,,Western Rural,Kakay,Iye,ADP,ff339f,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-c-bah.jpg,,Iye Kakay,a3763cf6-83e6-4856-8369-99f19e2e9bee,cd5ae8b2-bc15-4652-9633-4a5d6da1d1dd,23,Alliance Democratic Party,/sites/default/files/party-logos/adp-party.jpg
832,33,6/24/23,Presidential,District Results,Kailahun,,Kamara,Samura,APC,FF333C,First Round,0,0,No,Provisional,/sites/default/files/2023-05/nabieu-osman-kamara-plp.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,56999cf9-0cdb-4154-9eac-46b2b38275e1,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
2398,32,6/24/23,Presidential,District Results,Bonthe,,Bio,Julius,SLPP,9900,First Round,0,0,No,Provisional,/sites/default/files/2023-06/beresford-victor-williams-photo.jpg,Maada Wonie,Julius Maada Wonie Bio,02cdc500-5ee6-4228-ba88-74cf8dd7630c,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
4830,82,6/24/23,Presidential,District Results,Kambia,,Sowa-Turay,Mohamed,UDM,9900cc,First Round,0,0,No,Provisional,/sites/default/files/2023-05/mohamed-jonjo-cdp.jpg,,Mohamed Sowa-Turay,b50bb84e-44c1-4a2b-b238-a55d57759caa,64c012ca-e6f3-4f66-aab2-49d8ff1c8181,28,United Democratic Movement,/sites/default/files/party-logos/udm-party.jpg
5547,4736,6/24/23,Presidential,District Results,Kambia,,Coker,Prince,PDP,1E90FF,First Round,0,0,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,,Prince Coker,d9e0f0c6-0171-482e-98c1-137bc94e9064,9d9c43ec-adfc-4a59-ab9f-704b1e748e66,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
5631,90,6/24/23,Presidential,District Results,Kambia,,Sandy,Jonathan,NURP,d39b47,First Round,0,0,No,Provisional,/sites/default/files/2023-04/saa-heny-kabuta.jpg,Patrick,Jonathan Patrick Sandy,ce9c44ae-aaf0-41a5-9979-fd22c975ea85,72e39d90-0324-4936-bf38-2ea5f0f1cc91,34,National Unity and Reconciliation Party,/sites/default/files/party-logos/NURP-logo.png
5683,4749,6/24/23,Presidential,District Results,Port Loko,,Saccoh,Abdulahi,RUFP,996633,First Round,0,0,No,Provisional,/sites/default/files/2023-05/abdulahi-d-saccoh-rufp.jpg,D.,Abdulahi D. Saccoh,2c23b293-6bcd-463c-9ab9-0a6f73b313cb,ed7be0b6-9166-4c44-bfd3-a551062ea8b0,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
7276,6222,6/24/23,Presidential,District Results,Kenema,,Kakay,Iye,ADP,ff339f,First Round,0,0,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,,Iye Kakay,efb79698-cd58-4f48-ae90-a61a24d0d2aa,cd5ae8b2-bc15-4652-9633-4a5d6da1d1dd,23,Alliance Democratic Party,/sites/default/files/party-logos/adp-party.jpg
4757,81,6/24/23,Presidential,Regional Results,,North,Bah,Mohamed,NDA,1F681B,First Round,0,0,No,Provisional,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,C,Mohamed C Bah,2080c749-09a8-406d-ae66-1c58ba7ffb72,d9887f21-50b5-4b93-b532-ce61e2fc7797,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
4805,90,6/24/23,Presidential,Regional Results,,Western Rural,Sandy,Jonathan,NURP,d39b47,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-turay-sowa.png,Patrick,Jonathan Patrick Sandy,28992f6b-22e0-40d1-9579-08c341b2517b,72e39d90-0324-4936-bf38-2ea5f0f1cc91,34,National Unity and Reconciliation Party,/sites/default/files/party-logos/NURP-logo.png
11254,32,6/24/23,Presidential,Regional Results,,Western Urban,Bio,Julius,SLPP,9900,First Round,0,0,No,Provisional,/sites/default/files/2023-05/prince-coker-pdp.jpg,Maada Wonie,Julius Maada Wonie Bio,53ffc766-338a-4c75-b68f-6216451811dd,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2377,33,6/24/23,Presidential,District Results,Kenema,,Kamara,Samura,APC,FF333C,First Round,0,0,No,Provisional,/sites/default/files/2023-06/jonathan-sandy-photo.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,ce96f3f0-e928-4316-adfa-b8c0d0d35e85,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
4809,81,6/24/23,Presidential,District Results,Kono,,Bah,Mohamed,NDA,1F681B,First Round,0,0,No,Provisional,/sites/default/files/2023-05/abdulahi-d-saccoh-rufp.jpg,C,Mohamed C Bah,39dea266-4fe0-4a2e-8610-b032840508de,d9887f21-50b5-4b93-b532-ce61e2fc7797,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
5492,4738,6/24/23,Presidential,District Results,Kono,,Kamara,Nabieu,PLP,3e59a9,First Round,0,0,No,Provisional,/sites/default/files/2023-05/iye-kakay-adp.jpg,Musa,Nabieu Musa Kamara,ac8333c8-b96a-4fb7-a5c1-4295d3678ba7,fc24f6b1-cc6b-4eab-bf64-91efca657c51,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
5573,89,6/24/23,Presidential,District Results,Kono,,Williams,Beresford,ReNIP,0d3ac8,First Round,0,0,No,Provisional,/sites/default/files/2023-05/mohamed-jonjo-cdp.jpg,Victor,Beresford Victor Williams,62be1480-2853-406d-80e5-55c026496630,c14d929e-81d3-4220-845d-ef2180ec5590,33,Republic National Independent Party,/sites/default/files/party-logos/ReNIP-Logo.png
5646,5466,6/24/23,Presidential,District Results,Kono,,Jonjo,Mohamed,CDP,f1c40f,First Round,0,0,No,Provisional,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,,Mohamed Jonjo,a75d6324-bda9-42f1-9d81-d1b2440307b3,5815cde8-37f1-4fad-bafb-f245a53721bb,25,Citizens Democratic Party,/sites/default/files/party-logos/cdp-party.jpg
7253,85,6/24/23,Presidential,District Results,Bonthe,,Margai,Charles,PMDC,f3881e,First Round,0,0,No,Provisional,/sites/default/files/2023-05/prince-coker-pdp.jpg,Francis Kondo,Charles Francis Kondo Margai,6d3fe997-5a98-4171-bf1a-5d6919a080db,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
7287,88,6/24/23,Presidential,District Results,Bonthe,,Kabuta,Saa,UNPP,cccc00,First Round,0,0,No,Provisional,/sites/default/files/2023-04/saa-heny-kabuta.jpg,Henry,Saa Henry Kabuta,1986aaa2-4055-42b0-aae5-e4826d8b1e72,8993d0bb-b02c-4de3-a130-2a5ef195670a,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
4772,4749,6/24/23,Presidential,Regional Results,,North West,Saccoh,Abdulahi,RUFP,996633,First Round,0,0,No,Provisional,/sites/default/files/2023-04/julius-maada-bio.jpg,D.,Abdulahi D. Saccoh,699344fc-46f1-421e-85a7-c88ee6f2a53f,ed7be0b6-9166-4c44-bfd3-a551062ea8b0,24,Revolutionary United Front Party,/sites/default/files/party-logos/rufp-party.jpg
6226,85,6/24/23,Presidential,Regional Results,,East,Margai,Charles,PMDC,f3881e,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-turay-sowa.png,Francis Kondo,Charles Francis Kondo Margai,d782044a-0996-4d8b-a511-5c1fe0c3e7ef,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
2388,32,6/24/23,Presidential,District Results,Tonkolili,,Bio,Julius,SLPP,9900,First Round,0,0,No,Provisional,/sites/default/files/2023-05/prince-coker-pdp.jpg,Maada Wonie,Julius Maada Wonie Bio,c339d539-8640-49bb-9a66-ed21f742a2a2,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
4820,81,6/24/23,Presidential,District Results,Pujehun,,Bah,Mohamed,NDA,1F681B,First Round,0,0,No,Provisional,/sites/default/files/2023-06/jonathan-sandy-photo.jpg,C,Mohamed C Bah,a9cf906a-4ae6-4872-92c8-7bc00a692fe6,d9887f21-50b5-4b93-b532-ce61e2fc7797,27,National Democratic Alliance,/sites/default/files/party-logos/nda-party.jpg
5516,4738,6/24/23,Presidential,District Results,Pujehun,,Kamara,Nabieu,PLP,3e59a9,First Round,0,0,No,Provisional,/sites/default/files/2023-05/abdulahi-d-saccoh-rufp.jpg,Musa,Nabieu Musa Kamara,a3afbc6d-52bf-4ed0-a06d-b9b58cf98b45,fc24f6b1-cc6b-4eab-bf64-91efca657c51,30,Peace and Liberation Party,/sites/default/files/party-logos/PLP.png
5590,89,6/24/23,Presidential,District Results,Pujehun,,Williams,Beresford,ReNIP,0d3ac8,First Round,0,0,No,Provisional,/sites/default/files/2023-05/iye-kakay-adp.jpg,Victor,Beresford Victor Williams,df7d6ec7-8e60-493c-b49f-25e0d766e990,c14d929e-81d3-4220-845d-ef2180ec5590,33,Republic National Independent Party,/sites/default/files/party-logos/ReNIP-Logo.png
5663,5466,6/24/23,Presidential,District Results,Pujehun,,Jonjo,Mohamed,CDP,f1c40f,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-turay-sowa.png,,Mohamed Jonjo,32272577-d9c3-49be-bdd7-57b4b8ae5464,5815cde8-37f1-4fad-bafb-f245a53721bb,25,Citizens Democratic Party,/sites/default/files/party-logos/cdp-party.jpg
7266,85,6/24/23,Presidential,District Results,Tonkolili,,Margai,Charles,PMDC,f3881e,First Round,0,0,No,Provisional,/sites/default/files/2023-06/jonathan-sandy-photo.jpg,Francis Kondo,Charles Francis Kondo Margai,811be19a-e861-457a-a240-7619cae12ccd,54b03b01-ae07-4638-aba4-6044068d2d15,26,Peoples Movement for Democratic Change,/sites/default/files/party-logos/pmdc-party.jpg
7298,88,6/24/23,Presidential,District Results,Western Area Rural,,Kabuta,Saa,UNPP,cccc00,First Round,0,0,No,Provisional,/sites/default/files/2023-04/dr-samura-matthew-wilson-kamara.jpg,Henry,Saa Henry Kabuta,9f2105a3-3d14-41ef-957a-d4696d2df348,8993d0bb-b02c-4de3-a130-2a5ef195670a,32,United National People's Party,/sites/default/files/party-logos/unpp-party.jpg
4746,4736,6/24/23,Presidential,National Results,,,Coker,Prince,PDP,1E90FF,First Round,0,0,No,Provisional,/sites/default/files/2023-04/mohamed-c-bah.jpg,,Prince Coker,7ec2b767-8b4b-4d99-a390-5a2e810e1ceb,9d9c43ec-adfc-4a59-ab9f-704b1e748e66,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
2362,32,6/24/23,Presidential,Regional Results,,North West,Bio,Julius,SLPP,9900,First Round,0,0,No,Provisional,/sites/default/files/2023-05/nabieu-osman-kamara-plp.jpg,Maada Wonie,Julius Maada Wonie Bio,0dd7077e-d3d0-4a6e-a1b8-20dbdfd0363e,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
4793,4736,6/24/23,Presidential,Regional Results,,East,Coker,Prince,PDP,1E90FF,First Round,0,0,No,Provisional,/sites/default/files/2023-06/beresford-victor-williams-photo.jpg,,Prince Coker,de225ec6-2d5c-47f0-81d3-d1b641fc6aaf,9d9c43ec-adfc-4a59-ab9f-704b1e748e66,682,People's Democratic Party,/sites/default/files/party-logos/pdp-party.jpg
6239,6222,6/24/23,Presidential,Regional Results,,Western Urban,Kakay,Iye,ADP,ff339f,First Round,0,0,No,Provisional,/sites/default/files/2023-05/mohamed-jonjo-cdp.jpg,,Iye Kakay,8ecdde2b-ac02-4870-aab9-34117392172b,cd5ae8b2-bc15-4652-9633-4a5d6da1d1dd,23,Alliance Democratic Party,/sites/default/files/party-logos/adp-party.jpg
833,32,6/24/23,Presidential,District Results,Kailahun,,Bio,Julius,SLPP,9900,First Round,0,0,No,Provisional,/sites/default/files/2023-04/charles-francis-margai.jpg,Maada Wonie,Julius Maada Wonie Bio,25fb8d36-6e57-4a15-9c9c-3808324a2d40,c6a97d3a-10b4-4d4c-a0b7-7acb5fc4397d,20,Sierra Leone Peoples Party,/sites/default/files/party-logos/slpp-party.jpg
2399,33,6/24/23,Presidential,District Results,Moyamba,,Kamara,Samura,APC,FF333C,First Round,0,0,No,Provisional,/sites/default/files/2023-04/saa-heny-kabuta.jpg,Mathew Wilson,Samura Mathew Wilson Kamara,f6e22428-ccd6-4655-94a7-ccf542ca8f2c,8db3e207-7f16-4c2e-a783-94b8136fead7,19,All Peoples Congress,/sites/default/files/party-logos/apc-party.jpg
4831,82,6/24/23,Presidential,District Results,Karene,,Sowa-Turay,Mohamed,UDM,9900cc,First Round,0,0,No,Provisional,/sites/default/files/2023-05/abdulahi-d-saccoh-rufp.jpg,,Mohamed Sowa-Turay,0593660c-f73d-41ee-8629-d0321d885b69,64c012ca-e6f3-4f66-aab2-49d8ff1c8181,28,United Democratic Movement,/sites/default/files/party-logos/udm-party.jpg
